Key,Additional_Info,Airline,Arrival_Time,Date_of_Journey,Dep_Time,Destination,Duration,Price,Route,Source,Total_Stops
8609,No info,Multiple carriers,19:15,27-06-2019,11:25,Cochin,7h 50m,7155,DEL ? BOM ? COK,Delhi,1 stop
9720,No info,Air India,22-03-2023 09:25,21-03-2019,06:05,Cochin,27h 20m,7532,DEL ? MAA ? COK,Delhi,1 stop
8041,No info,Air India,16:20,15-03-2019,05:50,New Delhi,10h 30m,7664,BLR ? CCU ? BBI ? DEL,Banglore,2 stops
125,No info,IndiGo,07:40,12-05-2019,05:15,Kolkata,2h 25m,3540,MAA ? CCU,Chennai,non-stop
6884,No info,Air India,23:55,24-03-2019,21:05,New Delhi,2h 50m,4441,BLR ? DEL,Banglore,non-stop
197,No info,Jet Airways,13-06-2023 04:40,12-06-2019,16:30,Banglore,12h 10m,12471,CCU ? BOM ? BLR,Kolkata,1 stop
9187,No info,Jet Airways,02-05-2023 21:05,01-05-2019,17:00,Banglore,28h 5m,12121,CCU ? DEL ? BLR,Kolkata,1 stop
7286,No check-in baggage included,SpiceJet,17:25,27-04-2019,14:55,Banglore,2h 30m,3841,CCU ? BLR,Kolkata,non-stop
4423,No info,Multiple carriers,07-03-2023 01:35,06-03-2019,12:50,Cochin,12h 45m,15147,DEL ? BOM ? COK,Delhi,1 stop
8364,No info,IndiGo,16-05-2023 01:30,15-05-2019,17:30,Cochin,8h,6979,DEL ? BOM ? COK,Delhi,1 stop
2134,No info,Jet Airways,22:50,01-04-2019,19:50,Delhi,3h,7229,BLR ? DEL,Banglore,non-stop
10515,No info,IndiGo,13-06-2023 01:30,12-06-2019,17:10,Cochin,8h 20m,5883,DEL ? BOM ? COK,Delhi,1 stop
5446,No info,IndiGo,15:50,15-06-2019,13:00,Delhi,2h 50m,3943,BLR ? DEL,Banglore,non-stop
3385,No info,IndiGo,18:25,21-05-2019,16:55,Hyderabad,1h 30m,3175,BOM ? HYD,Mumbai,non-stop
5881,In-flight meal not included,Jet Airways,04-06-2023 04:25,03-06-2019,16:00,Cochin,12h 25m,10262,DEL ? BOM ? COK,Delhi,1 stop
4222,No info,SpiceJet,04-04-2023 00:05,03-04-2019,21:10,Delhi,2h 55m,3971,BLR ? DEL,Banglore,non-stop
2559,No info,Multiple carriers,19:15,21-05-2019,09:15,Cochin,10h,8099,DEL ? BOM ? COK,Delhi,1 stop
10440,No info,Jet Airways,02-03-2023 09:00,01-03-2019,18:40,New Delhi,14h 20m,31825,BLR ? BOM ? DEL,Banglore,1 stop
720,No info,Vistara,25-03-2023 09:10,24-03-2019,20:20,Banglore,12h 50m,12312,CCU ? DEL ? BLR,Kolkata,1 stop
416,No info,Vistara,25-03-2023 22:10,24-03-2019,20:20,Banglore,25h 50m,11105,CCU ? DEL ? BLR,Kolkata,1 stop
5712,No info,Air India,07-03-2023 19:25,06-03-2019,06:00,Hyderabad,37h 25m,13904,BOM ? BHO ? DEL ? HYD,Mumbai,2 stops
966,No check-in baggage included,SpiceJet,09:30,15-04-2019,06:55,Banglore,2h 35m,3841,CCU ? BLR,Kolkata,non-stop
1770,No info,Air India,16-06-2023 07:40,15-06-2019,21:00,Cochin,10h 40m,8372,DEL ? BOM ? COK,Delhi,1 stop
3739,No info,Jet Airways,07-03-2023 09:30,06-03-2019,08:55,New Delhi,24h 35m,17261,BLR ? BOM ? DEL,Banglore,1 stop
8400,In-flight meal not included,Jet Airways,19:00,01-04-2019,14:00,Cochin,5h,5177,DEL ? BOM ? COK,Delhi,1 stop
8199,In-flight meal not included,Jet Airways,04:20,06-06-2019,02:55,Hyderabad,1h 25m,4050,BOM ? HYD,Mumbai,non-stop
3503,In-flight meal not included,Jet Airways,10-05-2023 12:00,09-05-2019,21:10,Banglore,14h 50m,9663,CCU ? BOM ? BLR,Kolkata,1 stop
4531,No info,Air Asia,22:25,15-06-2019,16:45,Cochin,5h 40m,6853,DEL ? BLR ? COK,Delhi,1 stop
7230,No info,Air India,02-06-2023 19:15,01-06-2019,22:00,Cochin,21h 15m,10441,DEL ? GOI ? BOM ? COK,Delhi,2 stops
7792,No info,IndiGo,22:55,09-03-2019,20:00,New Delhi,2h 55m,6144,BLR ? DEL,Banglore,non-stop
1047,No info,Jet Airways,10-06-2023 04:25,09-06-2019,20:55,Cochin,7h 30m,14924,DEL ? BOM ? COK,Delhi,1 stop
2790,No info,IndiGo,12:20,21-04-2019,09:35,Banglore,2h 45m,4804,CCU ? BLR,Kolkata,non-stop
2532,No info,Vistara,02-05-2023 23:25,01-05-2019,20:20,Banglore,27h 5m,8085,CCU ? DEL ? BLR,Kolkata,1 stop
2857,No info,IndiGo,13:00,03-05-2019,10:10,Delhi,2h 50m,3943,BLR ? DEL,Banglore,non-stop
2859,No info,Jet Airways,19:50,15-05-2019,08:25,Banglore,11h 25m,14781,CCU ? BOM ? BLR,Kolkata,1 stop
9185,No info,Multiple carriers,22-05-2023 01:30,21-05-2019,10:20,Cochin,15h 10m,7485,DEL ? BOM ? COK,Delhi,1 stop
875,No info,Multiple carriers,28-06-2023 01:30,27-06-2019,10:20,Cochin,15h 10m,6270,DEL ? BOM ? COK,Delhi,1 stop
7303,In-flight meal not included,Jet Airways,10-05-2023 14:25,09-05-2019,20:25,Banglore,18h,9314,CCU ? DEL ? BLR,Kolkata,1 stop
3666,No info,Multiple carriers,02-06-2023 01:30,01-06-2019,13:00,Cochin,12h 30m,13377,DEL ? BOM ? COK,Delhi,1 stop
7593,In-flight meal not included,Jet Airways,02-04-2023 20:45,01-04-2019,16:30,Banglore,28h 15m,7064,CCU ? BOM ? BLR,Kolkata,1 stop
1350,No info,IndiGo,13-06-2023 01:30,12-06-2019,11:25,Cochin,14h 5m,5883,DEL ? BOM ? COK,Delhi,1 stop
1692,No info,Jet Airways,13-03-2023 09:30,12-03-2019,18:55,New Delhi,14h 35m,13817,BLR ? BOM ? DEL,Banglore,1 stop
4186,No info,Air India,19:15,06-03-2019,07:00,Cochin,12h 15m,15809,DEL ? BOM ? COK,Delhi,1 stop
5556,No info,Multiple carriers,15:30,03-03-2019,07:00,Cochin,8h 30m,15603,DEL ? BOM ? COK,Delhi,1 stop
3428,In-flight meal not included,Jet Airways,07-05-2023 09:20,06-05-2019,06:30,Banglore,26h 50m,9663,CCU ? BOM ? BLR,Kolkata,1 stop
2785,In-flight meal not included,Jet Airways,10-03-2023 18:50,09-03-2019,19:45,Cochin,23h 5m,14053,DEL ? BOM ? COK,Delhi,1 stop
8250,No info,SpiceJet,22:05,15-06-2019,15:45,Cochin,6h 20m,5583,DEL ? MAA ? COK,Delhi,1 stop
9613,No info,SpiceJet,12:00,09-06-2019,09:45,Kolkata,2h 15m,3597,MAA ? CCU,Chennai,non-stop
7666,No info,Air India,19:15,03-06-2019,10:00,Cochin,9h 15m,10979,DEL ? BOM ? COK,Delhi,1 stop
2756,No info,Jet Airways,02-06-2023 19:00,01-06-2019,19:45,Cochin,23h 15m,14714,DEL ? BOM ? COK,Delhi,1 stop
5724,No info,IndiGo,22:55,03-03-2019,20:00,New Delhi,2h 55m,7303,BLR ? DEL,Banglore,non-stop
8259,In-flight meal not included,Jet Airways,22:50,06-04-2019,19:50,Delhi,3h,4544,BLR ? DEL,Banglore,non-stop
8687,No info,IndiGo,10:15,09-06-2019,07:55,Kolkata,2h 20m,3850,MAA ? CCU,Chennai,non-stop
2374,No info,Multiple carriers,28-05-2023 01:30,27-05-2019,15:00,Cochin,10h 30m,13377,DEL ? BOM ? COK,Delhi,1 stop
4831,No info,IndiGo,19:50,24-03-2019,15:10,Banglore,4h 40m,7476,CCU ? HYD ? BLR,Kolkata,1 stop
6750,No info,Air Asia,10-06-2023 07:10,09-06-2019,20:45,Cochin,10h 25m,10794,DEL ? BLR ? COK,Delhi,1 stop
6555,No info,IndiGo,22:55,24-03-2019,20:00,New Delhi,2h 55m,6144,BLR ? DEL,Banglore,non-stop
2441,No info,Air India,23:20,24-05-2019,20:45,Banglore,2h 35m,4145,CCU ? BLR,Kolkata,non-stop
2802,No info,Vistara,22:15,27-05-2019,19:30,Delhi,2h 45m,4878,BLR ? DEL,Banglore,non-stop
5017,No info,IndiGo,02-06-2023 01:30,01-06-2019,20:25,Cochin,5h 5m,6593,DEL ? BOM ? COK,Delhi,1 stop
5927,No info,Jet Airways,10-05-2023 04:25,09-05-2019,13:25,Cochin,15h,16704,DEL ? AMD ? BOM ? COK,Delhi,2 stops
5841,No info,Air India,19-05-2023 07:40,18-05-2019,21:00,Cochin,10h 40m,8372,DEL ? BOM ? COK,Delhi,1 stop
10149,No info,IndiGo,10-04-2023 03:35,09-04-2019,21:50,Cochin,5h 45m,7398,DEL ? LKO ? COK,Delhi,1 stop
7778,No info,Jet Airways,12:00,12-06-2019,06:30,Banglore,5h 30m,13626,CCU ? BOM ? BLR,Kolkata,1 stop
8388,No info,IndiGo,06:50,01-04-2019,04:00,Delhi,2h 50m,3943,BLR ? DEL,Banglore,non-stop
9992,No info,SpiceJet,18:50,24-03-2019,11:35,Banglore,7h 15m,9923,CCU ? KNU ? BLR,Kolkata,1 stop
2895,No info,Multiple carriers,19:00,18-05-2019,10:35,Cochin,8h 25m,9627,DEL ? BOM ? COK,Delhi,1 stop
370,No info,IndiGo,21:20,09-03-2019,18:25,New Delhi,2h 55m,6860,BLR ? DEL,Banglore,non-stop
4945,No info,IndiGo,10-04-2023 01:30,09-04-2019,18:35,Cochin,6h 55m,6573,DEL ? BOM ? COK,Delhi,1 stop
3653,In-flight meal not included,Jet Airways,21:05,24-06-2019,19:35,Hyderabad,1h 30m,3210,BOM ? HYD,Mumbai,non-stop
8207,No info,Multiple carriers,19:15,09-05-2019,09:00,Cochin,10h 15m,14323,DEL ? BOM ? COK,Delhi,1 stop
1481,In-flight meal not included,Jet Airways,28-05-2023 19:00,27-05-2019,22:50,Cochin,20h 10m,12898,DEL ? BOM ? COK,Delhi,1 stop
1739,No info,Air India,28-05-2023 09:35,27-05-2019,17:40,Cochin,15h 55m,7258,DEL ? BLR ? COK,Delhi,1 stop
2284,In-flight meal not included,Jet Airways,28-06-2023 12:35,27-06-2019,14:35,Cochin,22h,10919,DEL ? NAG ? BOM ? COK,Delhi,2 stops
4588,No info,IndiGo,17:35,03-03-2019,14:30,Cochin,3h 5m,7673,DEL ? COK,Delhi,non-stop
5522,No info,IndiGo,16-03-2023 01:10,15-03-2019,22:20,New Delhi,2h 50m,8855,BLR ? DEL,Banglore,non-stop
2543,No info,Jet Airways,04-06-2023 04:25,03-06-2019,17:30,Cochin,10h 55m,14714,DEL ? BOM ? COK,Delhi,1 stop
6893,No info,Air India,04-06-2023 07:40,03-06-2019,10:55,Cochin,20h 45m,11753,DEL ? GOI ? BOM ? COK,Delhi,2 stops
9148,No info,IndiGo,10:15,03-05-2019,07:55,Kolkata,2h 20m,3850,MAA ? CCU,Chennai,non-stop
5217,No info,IndiGo,13:30,27-06-2019,12:00,Hyderabad,1h 30m,2754,BOM ? HYD,Mumbai,non-stop
5625,No info,Multiple carriers,21:00,21-05-2019,06:00,Cochin,15h,7485,DEL ? BOM ? COK,Delhi,1 stop
9088,No info,Air India,19:15,15-06-2019,07:00,Cochin,12h 15m,9929,DEL ? BOM ? COK,Delhi,1 stop
4276,No info,IndiGo,08:50,12-05-2019,06:05,Delhi,2h 45m,4423,BLR ? DEL,Banglore,non-stop
1732,No info,Jet Airways,19-05-2023 09:45,18-05-2019,20:25,Banglore,13h 20m,14151,CCU ? DEL ? BLR,Kolkata,1 stop
7532,In-flight meal not included,Jet Airways,12:35,06-04-2019,02:15,Cochin,10h 20m,5177,DEL ? BOM ? COK,Delhi,1 stop
5396,In-flight meal not included,Jet Airways,13-06-2023 19:00,12-06-2019,17:30,Cochin,25h 30m,10262,DEL ? BOM ? COK,Delhi,1 stop
4720,In-flight meal not included,Jet Airways,19-05-2023 16:20,18-05-2019,18:55,Banglore,21h 25m,10844,CCU ? BOM ? BLR,Kolkata,1 stop
5458,In-flight meal not included,Jet Airways,23:25,24-03-2019,13:55,Banglore,9h 30m,11134,CCU ? BOM ? BLR,Kolkata,1 stop
10610,No info,IndiGo,13:30,12-05-2019,12:00,Hyderabad,1h 30m,2754,BOM ? HYD,Mumbai,non-stop
3887,No info,Multiple carriers,18:50,06-03-2019,10:00,Cochin,8h 50m,16497,DEL ? BOM ? COK,Delhi,1 stop
3900,No info,Air India,28-03-2023 08:15,27-03-2019,20:30,Cochin,11h 45m,5998,DEL ? BLR ? COK,Delhi,1 stop
3491,In-flight meal not included,Jet Airways,22:00,18-05-2019,18:55,Delhi,3h 5m,5198,BLR ? DEL,Banglore,non-stop
5283,No info,IndiGo,21:00,06-06-2019,09:15,Cochin,11h 45m,6838,DEL ? BOM ? COK,Delhi,1 stop
9222,In-flight meal not included,Jet Airways,07-06-2023 19:00,06-06-2019,15:00,Cochin,28h,10262,DEL ? BOM ? COK,Delhi,1 stop
7222,No info,Jet Airways,07-06-2023 10:05,06-06-2019,21:10,Banglore,12h 55m,14571,CCU ? BOM ? BLR,Kolkata,1 stop
9509,No info,IndiGo,22:50,21-05-2019,20:00,Delhi,2h 50m,4823,BLR ? DEL,Banglore,non-stop
6304,In-flight meal not included,Jet Airways,28-06-2023 12:35,27-06-2019,09:40,Cochin,26h 55m,11118,DEL ? JAI ? BOM ? COK,Delhi,2 stops
2852,In-flight meal not included,Jet Airways,16-06-2023 04:25,15-06-2019,02:15,Cochin,26h 10m,10262,DEL ? BOM ? COK,Delhi,1 stop
10154,No info,Jet Airways,19:00,21-05-2019,07:05,Cochin,11h 55m,16289,DEL ? BOM ? COK,Delhi,1 stop
7575,No info,Jet Airways,12:35,24-06-2019,05:30,Cochin,7h 5m,14441,DEL ? BHO ? BOM ? COK,Delhi,2 stops
10180,No info,Multiple carriers,16:10,03-06-2019,07:05,Cochin,9h 5m,10696,DEL ? HYD ? COK,Delhi,1 stop
9437,In-flight meal not included,Jet Airways,19:50,06-05-2019,08:25,Banglore,11h 25m,10844,CCU ? BOM ? BLR,Kolkata,1 stop
6732,No info,Vistara,12:35,18-04-2019,09:45,Delhi,2h 50m,5403,BLR ? DEL,Banglore,non-stop
7849,In-flight meal not included,Jet Airways,14:05,15-06-2019,11:10,Delhi,2h 55m,7229,BLR ? DEL,Banglore,non-stop
500,No info,Jet Airways,13-06-2023 12:35,12-06-2019,18:25,Cochin,18h 10m,14237,DEL ? BDQ ? BOM ? COK,Delhi,2 stops
4655,No info,IndiGo,11:20,06-06-2019,08:30,Delhi,2h 50m,4823,BLR ? DEL,Banglore,non-stop
7194,In-flight meal not included,Jet Airways,25-05-2023 10:05,24-05-2019,20:00,Banglore,14h 5m,8586,CCU ? BOM ? BLR,Kolkata,1 stop
594,No info,Air India,12:45,18-05-2019,10:00,Delhi,2h 45m,6961,BLR ? DEL,Banglore,non-stop
8314,No info,IndiGo,04:05,09-06-2019,02:35,Hyderabad,1h 30m,2754,BOM ? HYD,Mumbai,non-stop
9341,No info,Jet Airways,07-03-2023 05:05,06-03-2019,21:25,New Delhi,7h 40m,19225,BLR ? BOM ? DEL,Banglore,1 stop
2686,No info,Air Asia,23:30,01-05-2019,07:35,Banglore,15h 55m,5192,CCU ? DEL ? BLR,Kolkata,1 stop
3059,No info,Air India,19:15,27-05-2019,09:00,Cochin,10h 15m,9929,DEL ? BOM ? COK,Delhi,1 stop
8790,In-flight meal not included,Jet Airways,18:10,18-05-2019,15:15,Delhi,2h 55m,4544,BLR ? DEL,Banglore,non-stop
4712,No info,Multiple carriers,19:00,03-06-2019,10:35,Cochin,8h 25m,10877,DEL ? BOM ? COK,Delhi,1 stop
6170,No info,Jet Airways,07-03-2023 00:45,06-03-2019,11:40,New Delhi,13h 5m,14815,BLR ? BOM ? DEL,Banglore,1 stop
8561,No check-in baggage included,SpiceJet,19:40,18-05-2019,17:10,Banglore,2h 30m,3841,CCU ? BLR,Kolkata,non-stop
6720,No info,Jet Airways,10:10,27-06-2019,07:10,Delhi,3h,8016,BLR ? DEL,Banglore,non-stop
4032,No info,Jet Airways,22:00,03-04-2019,18:55,Delhi,3h 5m,7229,BLR ? DEL,Banglore,non-stop
2343,No info,IndiGo,08:30,03-03-2019,02:35,Cochin,5h 55m,13790,DEL ? BBI ? COK,Delhi,1 stop
4477,In-flight meal not included,Jet Airways,19-03-2023 07:40,21-03-2019,08:00,New Delhi,23h 40m,7832,BLR ? BOM ? DEL,Banglore,1 stop
134,No info,IndiGo,23:10,15-06-2019,20:25,Banglore,2h 45m,4804,CCU ? BLR,Kolkata,non-stop
8035,No info,SpiceJet,07:05,01-03-2019,05:45,Hyderabad,1h 20m,12475,BOM ? HYD,Mumbai,non-stop
9287,In-flight meal not included,Jet Airways,10-03-2023 04:25,09-03-2019,02:15,Cochin,26h 10m,11848,DEL ? BOM ? COK,Delhi,1 stop
9859,No info,IndiGo,07:15,15-05-2019,04:40,Banglore,2h 35m,4804,CCU ? BLR,Kolkata,non-stop
2073,No check-in baggage included,SpiceJet,19:40,24-05-2019,17:10,Banglore,2h 30m,3841,CCU ? BLR,Kolkata,non-stop
7410,In-flight meal not included,Jet Airways,13-06-2023 18:15,12-06-2019,14:05,Banglore,28h 10m,8529,CCU ? BOM ? BLR,Kolkata,1 stop
6997,No info,Air India,16:25,21-05-2019,15:00,Hyderabad,1h 25m,3100,BOM ? HYD,Mumbai,non-stop
4826,In-flight meal not included,Multiple carriers,16-06-2023 01:30,15-06-2019,16:00,Cochin,9h 30m,10196,DEL ? BOM ? COK,Delhi,1 stop
6790,No info,Multiple carriers,28-03-2023 01:35,27-03-2019,18:15,Cochin,7h 20m,12327,DEL ? BOM ? COK,Delhi,1 stop
8902,No info,IndiGo,22:30,15-05-2019,16:10,Cochin,6h 20m,6412,DEL ? HYD ? COK,Delhi,1 stop
8915,No info,IndiGo,07-03-2023 00:35,03-03-2019,19:35,New Delhi,5h,13292,BLR ? BOM ? DEL,Banglore,1 stop
5614,In-flight meal not included,Jet Airways,23:35,06-06-2019,17:00,Banglore,6h 35m,13469,CCU ? DEL ? BLR,Kolkata,1 stop
9828,No info,Multiple carriers,21:00,15-05-2019,11:30,Cochin,9h 30m,13727,DEL ? BOM ? COK,Delhi,1 stop
10645,No info,Multiple carriers,19:00,06-06-2019,10:35,Cochin,8h 25m,10877,DEL ? BOM ? COK,Delhi,1 stop
9643,No info,Air India,19:15,18-05-2019,10:00,Cochin,9h 15m,8879,DEL ? BOM ? COK,Delhi,1 stop
6899,No info,Air India,07-06-2023 19:15,06-06-2019,16:40,Cochin,26h 35m,9653,DEL ? AMD ? BOM ? COK,Delhi,2 stops
201,No info,GoAir,25-03-2023 07:40,24-03-2019,22:25,Banglore,9h 15m,10091,CCU ? BOM ? BLR,Kolkata,1 stop
7457,No info,Air India,16:55,06-03-2019,05:05,Hyderabad,11h 50m,16697,BOM ? GOI ? PNQ ? HYD,Mumbai,2 stops
4653,No info,IndiGo,21:55,15-05-2019,19:35,Kolkata,2h 20m,3597,MAA ? CCU,Chennai,non-stop
6581,No info,Jet Airways,10-04-2023 04:25,09-04-2019,09:40,Cochin,18h 45m,10909,DEL ? JAI ? BOM ? COK,Delhi,2 stops
2887,No info,IndiGo,08:50,27-03-2019,05:35,Cochin,3h 15m,4729,DEL ? COK,Delhi,non-stop
2873,No info,IndiGo,13:30,06-05-2019,12:00,Hyderabad,1h 30m,2754,BOM ? HYD,Mumbai,non-stop
6679,No info,Multiple carriers,21:00,18-05-2019,10:20,Cochin,10h 40m,7670,DEL ? BOM ? COK,Delhi,1 stop
7007,No info,Multiple carriers,21:00,21-05-2019,08:45,Cochin,12h 15m,7485,DEL ? BOM ? COK,Delhi,1 stop
2178,No info,IndiGo,17:40,15-04-2019,14:25,Cochin,3h 15m,6015,DEL ? COK,Delhi,non-stop
2799,No info,Jet Airways,17:35,18-05-2019,11:50,Banglore,5h 45m,8781,CCU ? GAU ? BLR,Kolkata,1 stop
7856,No info,Air India,07-03-2023 07:40,06-03-2019,07:00,Cochin,24h 40m,15407,DEL ? BOM ? COK,Delhi,1 stop
10287,In-flight meal not included,Jet Airways,28-06-2023 12:35,27-06-2019,14:00,Cochin,22h 35m,10262,DEL ? BOM ? COK,Delhi,1 stop
8940,No info,Jet Airways,16-05-2023 04:40,15-05-2019,06:30,Banglore,22h 10m,13941,CCU ? BOM ? BLR,Kolkata,1 stop
9176,No info,Vistara,14:20,27-04-2019,11:30,Delhi,2h 50m,5403,BLR ? DEL,Banglore,non-stop
4575,No info,SpiceJet,10:35,03-05-2019,08:20,Kolkata,2h 15m,3597,MAA ? CCU,Chennai,non-stop
2421,No info,Air Asia,12:55,18-04-2019,10:20,Banglore,2h 35m,4409,CCU ? BLR,Kolkata,non-stop
5377,No info,Jet Airways,17:35,24-05-2019,10:20,Banglore,7h 15m,8781,CCU ? GAU ? BLR,Kolkata,1 stop
2819,No info,IndiGo,07:40,03-05-2019,05:15,Kolkata,2h 25m,3850,MAA ? CCU,Chennai,non-stop
10454,No info,Jet Airways,25-06-2023 12:35,24-06-2019,09:40,Cochin,26h 55m,13014,DEL ? JAI ? BOM ? COK,Delhi,2 stops
6479,No info,Air India,22-03-2023 23:00,21-03-2019,20:30,Cochin,26h 30m,5704,DEL ? BLR ? COK,Delhi,1 stop
8945,No info,Jet Airways,19:00,18-05-2019,11:30,Cochin,7h 30m,15554,DEL ? BOM ? COK,Delhi,1 stop
9881,No info,Jet Airways,22:50,09-04-2019,19:50,Delhi,3h,7229,BLR ? DEL,Banglore,non-stop
2531,No info,Air Asia,22:25,27-04-2019,19:55,Banglore,2h 30m,4409,CCU ? BLR,Kolkata,non-stop
8627,No info,IndiGo,07:15,12-05-2019,04:40,Banglore,2h 35m,4804,CCU ? BLR,Kolkata,non-stop
1235,No info,Jet Airways,19:00,18-05-2019,14:00,Cochin,5h,15554,DEL ? BOM ? COK,Delhi,1 stop
5892,No info,Jet Airways,22:00,24-06-2019,18:55,Delhi,3h 5m,8016,BLR ? DEL,Banglore,non-stop
8106,No info,Jet Airways,28-05-2023 19:00,27-05-2019,19:10,Cochin,23h 50m,15129,DEL ? AMD ? BOM ? COK,Delhi,2 stops
4000,No info,Multiple carriers,04-03-2023 01:35,03-03-2019,18:00,Cochin,7h 35m,17703,DEL ? BOM ? COK,Delhi,1 stop
2855,No info,IndiGo,22:55,21-04-2019,20:20,Banglore,2h 35m,4804,CCU ? BLR,Kolkata,non-stop
10078,No info,Multiple carriers,04-06-2023 01:30,03-06-2019,15:00,Cochin,10h 30m,13377,DEL ? BOM ? COK,Delhi,1 stop
9958,No info,Multiple carriers,21:00,03-03-2019,10:00,Cochin,11h,16863,DEL ? BOM ? COK,Delhi,1 stop
4562,In-flight meal not included,Jet Airways,13-05-2023 19:50,12-05-2019,16:30,Banglore,27h 20m,10844,CCU ? BOM ? BLR,Kolkata,1 stop
3463,No info,Air India,16-05-2023 09:25,15-05-2019,12:30,Cochin,20h 55m,7480,DEL ? MAA ? COK,Delhi,1 stop
2238,No info,IndiGo,10:05,12-06-2019,07:10,Delhi,2h 55m,4823,BLR ? DEL,Banglore,non-stop
2631,No info,IndiGo,07:15,01-05-2019,04:40,Banglore,2h 35m,4804,CCU ? BLR,Kolkata,non-stop
9540,No info,Air India,22-05-2023 07:40,21-05-2019,05:00,Cochin,26h 40m,11806,DEL ? AMD ? BOM ? COK,Delhi,2 stops
3445,No info,Air India,13-05-2023 16:15,12-05-2019,20:30,Banglore,19h 45m,10203,CCU ? DEL ? BLR,Kolkata,1 stop
5331,No info,Jet Airways,23:35,06-05-2019,14:05,Banglore,9h 30m,15149,CCU ? BOM ? BLR,Kolkata,1 stop
6183,No info,IndiGo,13-05-2023 02:20,12-05-2019,23:30,Delhi,2h 50m,4591,BLR ? DEL,Banglore,non-stop
3107,No info,Vistara,02-05-2023 09:05,01-05-2019,20:20,Banglore,12h 45m,8452,CCU ? DEL ? BLR,Kolkata,1 stop
4227,No info,Jet Airways,02-06-2023 04:25,01-06-2019,19:45,Cochin,8h 40m,14714,DEL ? BOM ? COK,Delhi,1 stop
3014,No info,Air India,10-05-2023 07:40,09-05-2019,07:05,Cochin,24h 35m,13547,DEL ? HYD ? BOM ? COK,Delhi,2 stops
5180,No info,SpiceJet,08:35,12-05-2019,05:55,Delhi,2h 40m,3311,BLR ? DEL,Banglore,non-stop
1748,In-flight meal not included,Jet Airways,07-06-2023 12:35,06-06-2019,13:00,Cochin,23h 35m,11627,DEL ? BOM ? COK,Delhi,1 stop
837,No info,Multiple carriers,16:10,06-06-2019,09:45,Cochin,6h 25m,9646,DEL ? HYD ? COK,Delhi,1 stop
670,No info,IndiGo,10:40,12-06-2019,09:10,Hyderabad,1h 30m,4049,BOM ? HYD,Mumbai,non-stop
9963,No info,Jet Airways,25-03-2023 16:20,24-03-2019,21:10,Banglore,19h 10m,13759,CCU ? BOM ? BLR,Kolkata,1 stop
2784,No info,Jet Airways,13:15,06-03-2019,08:00,New Delhi,5h 15m,19225,BLR ? BOM ? DEL,Banglore,1 stop
5680,No info,Air India,07-03-2023 10:35,03-03-2019,06:45,New Delhi,27h 50m,12358,BLR ? BOM ? NAG ? DEL,Banglore,2 stops
570,In-flight meal not included,Jet Airways,04:25,03-03-2019,02:55,Hyderabad,1h 30m,4050,BOM ? HYD,Mumbai,non-stop
883,In-flight meal not included,Jet Airways,08:30,06-06-2019,07:05,Hyderabad,1h 25m,4995,BOM ? HYD,Mumbai,non-stop
3330,No info,SpiceJet,10-05-2023 00:40,09-05-2019,22:20,Banglore,2h 20m,3873,CCU ? BLR,Kolkata,non-stop
5949,No info,Multiple carriers,19:00,09-06-2019,11:40,Cochin,7h 20m,11789,DEL ? BOM ? COK,Delhi,1 stop
899,No info,Vistara,25-03-2023 10:50,24-03-2019,17:00,Banglore,17h 50m,12890,CCU ? DEL ? BLR,Kolkata,1 stop
6088,No info,Jet Airways,22:50,03-05-2019,19:50,Delhi,3h,7229,BLR ? DEL,Banglore,non-stop
360,In-flight meal not included,Jet Airways,25-06-2023 12:35,24-06-2019,14:00,Cochin,22h 35m,10262,DEL ? BOM ? COK,Delhi,1 stop
3788,No info,Air India,22:10,01-03-2019,05:50,New Delhi,16h 20m,13576,BLR ? CCU ? GAU ? DEL,Banglore,2 stops
4848,No info,Multiple carriers,13:20,27-03-2019,04:00,Cochin,9h 20m,6305,DEL ? BOM ? COK,Delhi,1 stop
6703,No info,Vistara,20:20,09-05-2019,07:10,Banglore,13h 10m,8610,CCU ? DEL ? BLR,Kolkata,1 stop
10218,No info,IndiGo,19:50,27-06-2019,17:15,Banglore,2h 35m,4804,CCU ? BLR,Kolkata,non-stop
8484,No info,Air India,19:15,15-06-2019,09:00,Cochin,10h 15m,10454,DEL ? BOM ? COK,Delhi,1 stop
4687,No info,Jet Airways,12:35,09-05-2019,05:30,Cochin,7h 5m,16274,DEL ? BHO ? BOM ? COK,Delhi,2 stops
707,In-flight meal not included,Jet Airways,17:35,21-05-2019,10:20,Banglore,7h 15m,5608,CCU ? GAU ? BLR,Kolkata,1 stop
2851,No info,Jet Airways,12:35,06-06-2019,02:15,Cochin,10h 20m,14714,DEL ? BOM ? COK,Delhi,1 stop
3173,No info,IndiGo,11:20,27-06-2019,08:30,Delhi,2h 50m,4823,BLR ? DEL,Banglore,non-stop
1301,No info,Multiple carriers,21:00,01-06-2019,09:00,Cochin,12h,13587,DEL ? BOM ? COK,Delhi,1 stop
10675,In-flight meal not included,Jet Airways,13-03-2023 21:20,12-03-2019,20:35,New Delhi,24h 45m,11087,BLR ? BOM ? DEL,Banglore,1 stop
7371,No info,IndiGo,28-06-2023 00:05,27-06-2019,21:25,Banglore,2h 40m,4804,CCU ? BLR,Kolkata,non-stop
